FS1,62.88,37.227,0,JST-XH-03-PIN-LONG-PAD,JST-XH-03-PACKAGE-LONG-PAD
FSO,62.88,28.702,0,JST-XH-03-PIN-LONG-PAD,JST-XH-03-PACKAGE-LONG-PAD
JP1,38.1,50.038,0,,RASPBERRYPI_3B_GPIO
K1,8.1026,27.686,270,FFC/FPC/34PIN/1MMPITCH/TOPLOCK,FFC/FPC/34PIN/1MMPITCH/TOPLOCK
TP1,42.4434,38.1254,0,TEST-POINT3X5,PAD.03X.05
TP2,42.418,33.6296,0,TEST-POINT3X5,PAD.03X.05
TP3,42.5196,29.2608,0,TEST-POINT3X5,PAD.03X.05
